sim_step,Δ,δ,c,per_infected,βd,βₑ,βᵢ,γₑ,γₐ,avg_he_size,avg_degree,avg_direct_contacts,new_users,moved_users,perc_infected_users,perc_infected_locations
49,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09174480603052032,0.9861660079051383,185.0,4,138,0.09486166007905138,0.0011031439602868175
50,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07722007722007722,0.8300395256916996,187.0,4,68,0.09881422924901186,0.0011031439602868175
51,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07023349880492738,0.7549407114624506,187.5,1,8,0.09881422924901186,0.0009192866335723479
52,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07262364405221548,0.7806324110671937,188.0,1,21,0.09486166007905138,0.0007354293068578783
53,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08310351167494025,0.8932806324110671,189.0,2,78,0.08893280632411067,0.0005515719801434088
54,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09174480603052032,0.9861660079051383,95.25,3,129,0.08893280632411067,0.00036771465342893915
55,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10112152969295826,1.0869565217391304,63.833333333333336,2,182,0.08695652173913043,0.0007354293068578783
56,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08714837286265857,0.9367588932806324,96.25,2,95,0.08893280632411067,0.001287001287001287
57,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0731752160323589,0.7865612648221344,96.25,0,13,0.08893280632411067,0.0014708586137157566
58,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07446221731936017,0.8003952569169961,192.5,0,23,0.08300395256916997,0.001654715940430226
59,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08769994484280198,0.9426877470355731,97.0,3,97,0.08102766798418973,0.0014708586137157566
60,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1014892443463872,1.0909090909090908,65.16666666666667,3,167,0.08102766798418973,0.0018385732671446957
61,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09928295642581357,1.0671936758893281,198.5,6,147,0.08102766798418973,0.0018385732671446957
62,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08788380216951645,0.9446640316205533,66.66666666666667,3,85,0.08498023715415019,0.001654715940430226
63,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07482993197278912,0.8043478260869565,200.0,0,8,0.08498023715415019,0.001654715940430226
64,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07722007722007722,0.8300395256916996,200.5,1,19,0.08102766798418973,0.0018385732671446957
65,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09284794999080713,0.9980237154150198,100.75,2,106,0.08300395256916997,0.0014708586137157566
66,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09413495127780842,1.0118577075098814,101.25,2,121,0.08300395256916997,0.0014708586137157566
67,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09211252068394926,0.9901185770750988,Inf,0,111,0.08102766798418973,0.0014708586137157566
68,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07887479316050745,0.8478260869565217,Inf,0,24,0.07905138339920949,0.001654715940430226
69,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.075565361279647,0.8122529644268774,Inf,0,8,0.07114624505928854,0.001654715940430226
70,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07722007722007722,0.8300395256916996,Inf,0,16,0.06521739130434782,0.0018385732671446957
71,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08383894098179813,0.9011857707509882,Inf,0,56,0.06521739130434782,0.001654715940430226
72,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08530979959551388,0.9169960474308301,Inf,0,60,0.06719367588932806,0.001654715940430226
73,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09045780474351903,0.9723320158102767,67.66666666666667,1,97,0.06719367588932806,0.0018385732671446957
74,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08089722375436662,0.8695652173913043,101.5,0,37,0.06521739130434782,0.0020224305938591654
75,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07519764662621806,0.808300395256917,203.5,1,2,0.06719367588932806,0.0020224305938591654
76,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07905865048722191,0.849802371541502,203.5,0,28,0.06521739130434782,0.0018385732671446957
77,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08439051296194153,0.9071146245059288,203.5,0,56,0.06324110671936758,0.0018385732671446957
78,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08935466078323222,0.9604743083003953,68.0,1,84,0.06126482213438735,0.0018385732671446957
79,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,102.75,3,117,0.05533596837944664,0.0020224305938591654
80,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08163265306122448,0.8774703557312253,103.0,1,34,0.05533596837944664,0.0018385732671446957
81,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07648464791321934,0.8221343873517787,103.0,0,5,0.05533596837944664,0.0018385732671446957
82,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07961022246736532,0.8557312252964426,103.0,0,22,0.0533596837944664,0.001654715940430226
83,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08678065820922964,0.932806324110672,207.0,2,61,0.05731225296442688,0.001654715940430226
84,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09137709137709138,0.9822134387351779,104.0,2,92,0.05928853754940711,0.001287001287001287
85,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10075381503952932,1.08300395256917,29.857142857142858,2,142,0.05928853754940711,0.0011031439602868175
86,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08622908622908623,0.9268774703557312,26.125,0,56,0.05731225296442688,0.0011031439602868175
87,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07740393454679169,0.8320158102766798,34.833333333333336,0,3,0.05731225296442688,0.001287001287001287
88,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08071336642765214,0.8675889328063241,41.9,1,27,0.0533596837944664,0.001287001287001287
89,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08917080345651775,0.958498023715415,35.083333333333336,2,71,0.0533596837944664,0.0014708586137157566
90,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09615738187166759,1.033596837944664,211.5,2,105,0.05533596837944664,0.001654715940430226
91,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10296010296010295,1.1067193675889329,53.625,6,136,0.05731225296442688,0.001654715940430226
92,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08604522890237176,0.924901185770751,42.9,0,42,0.05928853754940711,0.0014708586137157566
93,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.07961022246736532,0.8557312252964426,53.625,0,4,0.05533596837944664,0.0014708586137157566
94,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08347122632836919,0.8972332015810277,43.1,2,28,0.0533596837944664,0.001287001287001287
95,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09376723662437948,1.007905138339921,30.928571428571427,2,79,0.05138339920948617,0.001287001287001287
96,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,36.083333333333336,0,91,0.05138339920948617,0.0011031439602868175
97,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10976282404853833,1.1798418972332017,31.0,1,168,0.04743083003952569,0.001287001287001287
98,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09817981246552675,1.0553359683794465,108.5,0,107,0.04743083003952569,0.0011031439602868175
99,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08052950910093767,0.8656126482213439,108.5,0,4,0.05138339920948617,0.0011031439602868175
100,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.084574370288656,0.9090909090909091,108.5,0,27,0.04940711462450593,0.0005515719801434088
101,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09339952197095054,1.0039525691699605,108.5,0,79,0.04743083003952569,0.0005515719801434088
102,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10204081632653061,1.0968379446640317,109.0,2,126,0.04743083003952569,0.0005515719801434088
103,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10038610038610038,1.0790513833992095,73.0,2,113,0.045454545454545456,0.00036771465342893915
104,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09358337929766501,1.0059288537549407,54.75,0,74,0.045454545454545456,0.00036771465342893915
105,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08163265306122448,0.8774703557312253,73.0,0,7,0.043478260869565216,0.0005515719801434088
106,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0840227983085126,0.9031620553359684,73.0,0,19,0.04743083003952569,0.0005515719801434088
107,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09413495127780842,1.0118577075098814,73.16666666666667,1,77,0.045454545454545456,0.0005515719801434088
108,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09634123919838206,1.0355731225296443,73.33333333333333,1,89,0.041501976284584984,0.0005515719801434088
109,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10093767236624379,1.0849802371541502,73.33333333333333,0,114,0.041501976284584984,0.00036771465342893915
110,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09119323405037691,0.9802371541501976,220.0,0,59,0.041501976284584984,0.00036771465342893915
111,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08181651038793895,0.8794466403162056,Inf,0,5,0.041501976284584984,0.00036771465342893915
112,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08328736900165472,0.8952569169960475,220.0,0,14,0.041501976284584984,0.0005515719801434088
113,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09836366979224122,1.0573122529644268,110.0,0,101,0.041501976284584984,0.0005515719801434088
114,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09634123919838206,1.0355731225296443,110.0,0,94,0.041501976284584984,0.0005515719801434088
115,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,221.5,3,83,0.039525691699604744,0.00036771465342893915
116,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08586137157565729,0.9229249011857708,110.75,0,27,0.039525691699604744,0.00018385732671446958
117,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0827357970215113,0.8893280632411067,110.75,0,8,0.039525691699604744,0.00036771465342893915
118,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08659680088251517,0.9308300395256917,110.75,0,29,0.039525691699604744,0.00036771465342893915
119,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0948703805846663,1.0197628458498025,111.0,1,72,0.039525691699604744,0.00018385732671446958
120,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09468652325795184,1.017786561264822,111.25,1,75,0.039525691699604744,0.00018385732671446958
121,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10020224305938592,1.0770750988142292,55.625,0,107,0.037549407114624504,0.00018385732671446958
122,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08990623276337562,0.9664031620553359,37.166666666666664,1,45,0.03557312252964427,0.00018385732671446958
123,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08291965434822578,0.8913043478260869,55.75,0,6,0.03359683794466403,0.00018385732671446958
124,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08604522890237176,0.924901185770751,55.75,0,25,0.03557312252964427,0.00018385732671446958
125,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0930318073175216,1.0,44.7,1,61,0.03557312252964427,0.00018385732671446958
126,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09854752711895569,1.0592885375494072,45.0,3,94,0.03557312252964427,0.00018385732671446958
127,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10682110682110682,1.1482213438735178,28.25,2,140,0.029644268774703556,0.00018385732671446958
128,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09119323405037691,0.9802371541501976,45.2,0,48,0.029644268774703556,0.00018385732671446958
129,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0840227983085126,0.9031620553359684,45.3,1,4,0.02766798418972332,0.00018385732671446958
130,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08751608751608751,0.9407114624505929,45.3,0,26,0.02766798418972332,0.00018385732671446958
131,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09395109395109395,1.0098814229249011,45.3,0,62,0.02766798418972332,0.00018385732671446958
132,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09799595513881228,1.0533596837944663,56.75,1,86,0.02766798418972332,0.00018385732671446958
133,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11104982533553961,1.1936758893280632,32.5,1,159,0.02766798418972332,0.00036771465342893915
134,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09119323405037691,0.9802371541501976,32.5,0,44,0.029644268774703556,0.00018385732671446958
135,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08494208494208494,0.9130434782608695,32.5,0,7,0.03162055335968379,0.00018385732671446958
136,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08678065820922964,0.932806324110672,28.4375,0,20,0.03162055335968379,0.00018385732671446958
137,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09523809523809523,1.023715415019763,28.5,1,67,0.03162055335968379,0.00018385732671446958
138,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10369553226696084,1.1146245059288538,28.8125,5,107,0.03162055335968379,0.00018385732671446958
139,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11564625850340136,1.243083003952569,21.045454545454547,2,177,0.03162055335968379,0.00018385732671446958
140,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10718882147453576,1.1521739130434783,29.0625,2,125,0.03359683794466403,0.00018385732671446958
141,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0864129435558007,0.9288537549407114,46.5,0,5,0.029644268774703556,0.00018385732671446958
142,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09100937672366244,0.9782608695652174,38.75,0,30,0.029644268774703556,0.00018385732671446958
143,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10700496414782129,1.150197628458498,38.916666666666664,2,122,0.029644268774703556,0.00018385732671446958
144,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10792425078139364,1.1600790513833992,33.5,2,124,0.029644268774703556,0.00018385732671446958
145,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1154624011766869,1.2411067193675889,33.5,0,170,0.029644268774703556,0.00018385732671446958
146,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10185695899981614,1.0948616600790513,46.9,0,90,0.03162055335968379,0.00018385732671446958
147,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08769994484280198,0.9426877470355731,58.625,0,10,0.03162055335968379,0.00036771465342893915
148,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09137709137709138,0.9822134387351779,58.625,0,30,0.03162055335968379,0.00036771465342893915
149,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10810810810810811,1.1620553359683794,58.75,1,126,0.03359683794466403,0.00036771465342893915
150,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1099466813752528,1.1818181818181819,59.125,3,132,0.03557312252964427,0.00036771465342893915
151,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.1027762456333885,1.1047430830039526,78.83333333333333,0,99,0.03557312252964427,0.00036771465342893915
152,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09027394741680456,0.9703557312252964,78.83333333333333,0,20,0.03557312252964427,0.0005515719801434088
153,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08733223018937304,0.9387351778656127,78.83333333333333,0,2,0.037549407114624504,0.0007354293068578783
154,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0930318073175216,1.0,79.0,1,32,0.039525691699604744,0.0005515719801434088
155,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09634123919838206,1.0355731225296443,79.0,0,55,0.039525691699604744,0.0005515719801434088
156,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10240853097995956,1.1007905138339922,119.0,2,85,0.037549407114624504,0.0005515719801434088
157,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11049825335539622,1.1877470355731226,34.214285714285715,3,126,0.037549407114624504,0.0005515719801434088
158,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0943188086045229,1.0138339920948616,120.25,2,35,0.037549407114624504,0.0005515719801434088
159,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0888030888030888,0.9545454545454546,120.25,0,2,0.039525691699604744,0.0005515719801434088
160,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09339952197095054,1.0039525691699605,80.16666666666667,0,30,0.043478260869565216,0.0005515719801434088
161,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.09836366979224122,1.0573122529644268,60.375,2,59,0.037549407114624504,0.0009192866335723479
162,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10865968008825151,1.16798418972332,81.0,3,117,0.043478260869565216,0.0009192866335723479
163,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.11932340503769075,1.2826086956521738,121.5,0,172,0.043478260869565216,0.001654715940430226
164,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10038610038610038,1.0790513833992095,121.5,0,62,0.045454545454545456,0.0014708586137157566
165,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.08972237543666114,0.9644268774703557,243.0,0,2,0.045454545454545456,0.0014708586137157566
166,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.0943188086045229,1.0138339920948616,243.0,0,33,0.043478260869565216,0.001287001287001287
167,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10130538701967273,1.0889328063241106,243.5,1,76,0.041501976284584984,0.001287001287001287
168,4,60000 milliseconds,5,20,0.0,0.26,0.2,0.1,0.06,0.10608567751424894,1.140316205533597,245.0,3,95,0.043478260869565216,0.001287001287001287
